Gene stable ID	Gene name	Gene type	Gene description
ENSG00000288204	HMX1	protein_coding	H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017]
ENSG00000281671		lncRNA	novel transcript
ENSG00000281525		processed_pseudogene	ribosomal protein L19 (RPL19) pseudogene
ENSG00000288247		lncRNA	novel transcript, sense intronic to HMX1
ENSG00000282467		processed_pseudogene	proteasome subunit alpha type 4 (PROS29) pseudogene
ENSG00000288135		lncRNA	novel transcript
ENSG00000288322		lncRNA	novel transcript
ENSG00000288356		lncRNA	novel transcript
ENSG00000288117	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000291444	RBMY3AP	unprocessed_pseudogene	RNA binding motif protein Y-linked family 3 member A, pseudogene [Source:HGNC Symbol;Acc:HGNC:23286]
ENSG00000291445	CDY3P	processed_pseudogene	chromodomain Y-linked 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:23849]
ENSG00000291446	TSPY25P	unprocessed_pseudogene	testis specific protein Y-linked 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:38726]
ENSG00000288372		lncRNA	novel transcript
ENSG00000291447	USP9YP22	unprocessed_pseudogene	USP9Y pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:38758]
ENSG00000291448	TSPY16P	unprocessed_pseudogene	testis specific protein Y-linked 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:37712]
ENSG00000288288		lncRNA	novel transcript
ENSG00000291449	USP9YP4	unprocessed_pseudogene	USP9Y pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37740]
ENSG00000291450	ELOCP4	processed_pseudogene	elongin C pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38141]
ENSG00000288129		lncRNA	novel transcript
ENSG00000291451	RBMY1A3P	unprocessed_pseudogene	RNA binding motif protein Y-linked family 1 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:18849]
ENSG00000291452		processed_pseudogene	testis specific protein, Y-linked 1 (TSPY1) pse
ENSG00000288472	LINC03015	lncRNA	long intergenic non-protein coding RNA 3015 [Source:HGNC Symbol;Acc:HGNC:56143]
ENSG00000291453	TTTY20	lncRNA	testis expressed transcript, Y-linked 20 [Source:HGNC Symbol;Acc:HGNC:18844]
ENSG00000291455	TSPY8	protein_coding	testis specific protein Y-linked 8 [Source:HGNC Symbol;Acc:HGNC:37471]
ENSG00000291456	FAM197Y7	lncRNA	family with sequence similarity 197 Y-linked member 7 [Source:HGNC Symbol;Acc:HGNC:37469]
ENSG00000291457		transcribed_unprocessed_pseudogene	testis specific protein, Y-linked family pseudogene
ENSG00000291458	TSPY4	protein_coding	testis specific protein Y-linked 4 [Source:HGNC Symbol;Acc:HGNC:37287]
ENSG00000291459	TSPY9	protein_coding	testis specific protein Y-linked 9 [Source:HGNC Symbol;Acc:HGNC:37472]
ENSG00000291460	FAM197Y2	transcribed_unprocessed_pseudogene	family with sequence similarity 197 Y-linked member 2 [Source:HGNC Symbol;Acc:HGNC:18848]
ENSG00000291461	FAM197Y4	transcribed_unprocessed_pseudogene	family with sequence similarity 197 Y-linked member 4 [Source:HGNC Symbol;Acc:HGNC:37466]
ENSG00000291462	FAM197Y4	lncRNA	family with sequence similarity 197 Y-linked member 4 [Source:HGNC Symbol;Acc:HGNC:37466]
ENSG00000291454	FAM197Y8	transcribed_processed_pseudogene	family with sequence similarity 197 Y-linked member 8 [Source:HGNC Symbol;Acc:HGNC:37470]
ENSG00000288417	LINC03014	lncRNA	long intergenic non-protein coding RNA 3014 [Source:HGNC Symbol;Acc:HGNC:56142]
ENSG00000293355	FAM197Y8	lncRNA	family with sequence similarity 197 Y-linked member 8 [Source:HGNC Symbol;Acc:HGNC:37470]
ENSG00000288502		lncRNA	novel transcript
ENSG00000288311		lncRNA	novel transcript
ENSG00000288449		lncRNA	novel transcript
ENSG00000288499	FAM20C	protein_coding	FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]
ENSG00000288159		TEC	TEC
ENSG00000288431		protein_coding	
ENSG00000280963	SERTAD4-AS1	lncRNA	SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019]
ENSG00000281230	SERTAD4	protein_coding	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]
ENSG00000284255	OR4C12	protein_coding	olfactory receptor family 4 subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:15168]
ENSG00000284278	OR4C48P	unprocessed_pseudogene	olfactory receptor family 4 subfamily C member 48 pseudogene [Source:HGNC Symbol;Acc:HGNC:31272]
ENSG00000281067	ST13P19	processed_pseudogene	ST13, Hsp70 interacting protein pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:38862]
ENSG00000284123	OR4C49P	unprocessed_pseudogene	olfactory receptor family 4 subfamily C member 49 pseudogene [Source:HGNC Symbol;Acc:HGNC:31273]
ENSG00000292249	OR4C45	protein_coding	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31270]
ENSG00000281552		processed_pseudogene	ribonuclease H1 (RNASEH1) pseudogene
ENSG00000280680	HHAT	protein_coding	hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270]
ENSG00000288263	GRK1	protein_coding	G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]
ENSG00000288305	LINC00552	TEC	long intergenic non-protein coding RNA 552 [Source:HGNC Symbol;Acc:HGNC:43692]
ENSG00000287371		lncRNA	novel transcript, antisense to HHAT
ENSG00000281499	RNU5A-8P	snRNA	RNA, U5A small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:42530]
ENSG00000287648		lncRNA	novel transcript, antisense to HHAT
ENSG00000280937	BPNT2P1	processed_pseudogene	BPNT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54752]
ENSG00000291381	ARHGEF19	protein_coding	Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]
ENSG00000291405		lncRNA	novel transcript
ENSG00000291404	ANO7L1	transcribed_unprocessed_pseudogene	anoctamin 7 like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32248]
ENSG00000291376		lncRNA	novel transcript
ENSG00000291382	CPLANE2	protein_coding	ciliogenesis and planar polarity effector complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28127]
ENSG00000291377	MT1XP1	processed_pseudogene	metallothionein 1X pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7442]
ENSG00000291375	FBXO42	protein_coding	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
ENSG00000291379	SZRD1	protein_coding	SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232]
ENSG00000291374	RPL22P3	processed_pseudogene	ribosomal protein L22 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36804]
ENSG00000291401	SPATA21	protein_coding	spermatogenesis associated 21 [Source:HGNC Symbol;Acc:HGNC:28026]
ENSG00000291380	NECAP2	protein_coding	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:HGNC:25528]
ENSG00000291388	LINC01772	lncRNA	long intergenic non-protein coding RNA 1772 [Source:HGNC Symbol;Acc:HGNC:52562]
ENSG00000291402	CROCCP3	transcribed_unprocessed_pseudogene	CROCC pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]
ENSG00000291389	RNU1-1	snRNA	RNA, U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10120]
ENSG00000291390		lncRNA	novel transcript
ENSG00000291391		lncRNA	novel transcript
ENSG00000291392	LINC01783	lncRNA	long intergenic non-protein coding RNA 1783 [Source:HGNC Symbol;Acc:HGNC:52573]
ENSG00000291393	RNU1-6P	snRNA	RNA, U1 small nuclear 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:48305]
ENSG00000291394	PDE4DIPP8	unprocessed_pseudogene	PDE4DIP pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:55099]
ENSG00000291386		lncRNA	novel transcript
ENSG00000291385	RNU1-2	snRNA	RNA, U1 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10123]
ENSG00000291408		lncRNA	novel transcript
ENSG00000291384		processed_pseudogene	cyclin-dependent kinase 5 (CDK5) pseudogene
ENSG00000291400	LINC03126	lncRNA	long intergenic non-protein coding RNA 3126 [Source:HGNC Symbol;Acc:HGNC:57013]
ENSG00000291383	RNU1-5P	snRNA	RNA, U1 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:48304]
ENSG00000285019	ELOCP5	processed_pseudogene	elongin C pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38140]
ENSG00000291395		transcribed_unprocessed_pseudogene	ring finger protein 123 (RNF123) pseudogene
ENSG00000285196	CDY10P	unprocessed_pseudogene	chromodomain Y-linked 10 pseudogene [Source:HGNC Symbol;Acc:HGNC:23848]
ENSG00000291397		unprocessed_pseudogene	phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP) pseudogene
ENSG00000291398	EIF1AXP1	processed_pseudogene	EIF1AX pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19900]
ENSG00000291396	RNU1-3	snRNA	RNA, U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:10130]
ENSG00000291399	RNU1-4	snRNA	RNA, U1 small nuclear 4 [Source:HGNC Symbol;Acc:HGNC:10128]
ENSG00000291387	PADI2	protein_coding	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]
ENSG00000285308	USP9YP3	unprocessed_pseudogene	USP9Y pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37739]
ENSG00000292230		unprocessed_pseudogene	ciliary rootlet coiled-coil, rootletin (CROCC) pseudogene
ENSG00000285028	USP9YP8	unprocessed_pseudogene	USP9Y pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:38424]
ENSG00000291403	CROCCP4	unprocessed_pseudogene	CROCC pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43864]
ENSG00000285455	CDY11P	unprocessed_pseudogene	chromodomain Y-linked 11 pseudogene [Source:HGNC Symbol;Acc:HGNC:23852]
ENSG00000292231		unprocessed_pseudogene	ciliary rootlet coiled-coil, rootletin (CROCC) pseudogene
ENSG00000285477	OFD1P16Y	unprocessed_pseudogene	OFD1 pseudogene 16 Y-linked [Source:HGNC Symbol;Acc:HGNC:18213]
ENSG00000291407		lncRNA	novel transcript
ENSG00000292235		unprocessed_pseudogene	phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP) pseudogene
ENSG00000292236		processed_pseudogene	phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene
ENSG00000291463	LINC01300	lncRNA	long intergenic non-protein coding RNA 1300 [Source:HGNC Symbol;Acc:HGNC:50460]
ENSG00000292238		unprocessed_pseudogene	macrophage stimulating 1 (MST1) pseudogene
ENSG00000291464		lncRNA	novel transcript, overlapping to GPR20
ENSG00000291465	GPR20	protein_coding	G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475]
ENSG00000291472		lncRNA	novel transcript
ENSG00000292239		unprocessed_pseudogene	macrophage stimulating 1 (MST1) pseudogene
ENSG00000291466	ASTILCS	lncRNA	antisense transcript of PTP4A3, liver carcinoma survival associated [Source:HGNC Symbol;Acc:HGNC:56718]
ENSG00000292240		unprocessed_pseudogene	macrophage stimulating 1 (MST1) pseudogene
ENSG00000291470	PTP4A3	protein_coding	protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]
ENSG00000292241		unprocessed_pseudogene	macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2
ENSG00000292242		unprocessed_pseudogene	macrophage stimulating 1 (MST1) pseudogene
ENSG00000292229		unprocessed_pseudogene	ciliary rootlet coiled-coil, rootletin (CROCC) pseudogene
ENSG00000291467		lncRNA	novel transcript, antisense to MROH5
ENSG00000291468		snoRNA	
ENSG00000291469	HNRNPA1P38	processed_pseudogene	heterogeneous nuclear ribonucleoprotein A1pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:48767]
ENSG00000291471		lncRNA	novel transcript
ENSG00000292226		protein_coding	Novel gene similar to neuroblastoma breakpoint family, member 1 (NBPF1)
ENSG00000291474	C8orf90	protein_coding	chromosome 8 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:56305]
ENSG00000291473	MROH5	protein_coding	maestro heat like repeat family member 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:42976]
ENSG00000292228		protein_coding	Novel gene similar to neuroblastoma breakpoint family, member 1 (NBPF1)
ENSG00000292227		protein_coding	Novel gene similar to neuroblastoma breakpoint family, member 1 (NBPF1)
ENSG00000292225	NBPF1	protein_coding	NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]
ENSG00000292328	RPL14P5	processed_pseudogene	ribosomal protein L14 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37720]
ENSG00000292329		unprocessed_pseudogene	regucalcin (RGN) pseudogene
ENSG00000292337	DHRSX-IT1	lncRNA	DHRSX intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:38713]
ENSG00000292338	DHRSX	protein_coding	dehydrogenase/reductase X-linked [Source:HGNC Symbol;Acc:HGNC:18399]
ENSG00000285481	RNU6-1004P	snRNA	RNA, U6 small nuclear 1004, pseudogene [Source:HGNC Symbol;Acc:HGNC:47967]
ENSG00000293604	ORAI1	protein_coding	ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:HGNC:25896]
ENSG00000292342	LINC00685	lncRNA	long intergenic non-protein coding RNA 685 [Source:HGNC Symbol;Acc:HGNC:27560]
ENSG00000292346	MIR6089	miRNA	microRNA 6089 [Source:HGNC Symbol;Acc:HGNC:50179]
ENSG00000292347	LINC00102	lncRNA	long intergenic non-protein coding RNA 102 [Source:HGNC Symbol;Acc:HGNC:30470]
ENSG00000292350	Metazoa_SRP	misc_RNA	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000292352	FABP5P13	processed_pseudogene	fatty acid binding protein 5 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:38717]
ENSG00000292353	KRT18P53	processed_pseudogene	keratin 18 pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:38714]
ENSG00000292354	SHOX	protein_coding	SHOX homeobox [Source:HGNC Symbol;Acc:HGNC:10853]
ENSG00000292355	MIR3690	miRNA	microRNA 3690 [Source:HGNC Symbol;Acc:HGNC:38967]
ENSG00000292356	RNA5SP498	rRNA_pseudogene	RNA, 5S ribosomal pseudogene 498 [Source:HGNC Symbol;Acc:HGNC:43398]
ENSG00000292361	CD99P1	transcribed_unprocessed_pseudogene	CD99 molecule pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7083]
ENSG00000292363	CRLF2	protein_coding	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]
ENSG00000292336	ASMT	protein_coding	acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750]
ENSG00000292330		lncRNA	novel transcript
ENSG00000310541		lncRNA	novel transcript
ENSG00000310543		lncRNA	novel transcript
ENSG00000310544		lncRNA	novel transcript
ENSG00000310545		lncRNA	novel transcript
ENSG00000310546		lncRNA	novel transcript
ENSG00000292331	ASMTL-AS1	lncRNA	ASMTL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25811]
ENSG00000291410		lncRNA	novel transcript
ENSG00000291411		lncRNA	novel transcript
ENSG00000310547		lncRNA	novel transcript
ENSG00000291412		lncRNA	novel transcript
ENSG00000310548		lncRNA	novel transcript
ENSG00000291413		TEC	TEC
ENSG00000292349		lncRNA	novel transcript, antisense to PPP2R3B
ENSG00000291414	MIR4740	miRNA	microRNA 4740 [Source:HGNC Symbol;Acc:HGNC:41711]
ENSG00000291415	MIR3186	miRNA	microRNA 3186 [Source:HGNC Symbol;Acc:HGNC:38311]
ENSG00000291416		lncRNA	novel transcript, antisense to BAHCC1
ENSG00000291417	LINC01971	lncRNA	long intergenic non-protein coding RNA 1971 [Source:HGNC Symbol;Acc:HGNC:52797]
ENSG00000291418		lncRNA	novel transcript, antisense to ACTG1
ENSG00000291420	ACTG1	protein_coding	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
ENSG00000292341	LINC00106	lncRNA	long intergenic non-protein coding RNA 106 [Source:HGNC Symbol;Acc:HGNC:31843]
ENSG00000310549		lncRNA	novel transcript, antisense to IL3RA
ENSG00000310551		lncRNA	novel transcript, antisense to DHRSX and ZBED1
ENSG00000310552		lncRNA	novel transcript
ENSG00000292335		lncRNA	novel transcript
ENSG00000310553		lncRNA	novel transcript
ENSG00000310554		lncRNA	novel transcript, antisense to PLCXD1
ENSG00000310556		lncRNA	novel transcript
ENSG00000310540	LINC02968	lncRNA	long intergenic non-protein coding RNA 2968 [Source:HGNC Symbol;Acc:HGNC:56008]
ENSG00000291421	BAHCC1	protein_coding	BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]
ENSG00000291422		lncRNA	novel transcript
ENSG00000291423		lncRNA	novel transcript, antisense to ACTG1
ENSG00000291424		lncRNA	novel transcript
ENSG00000291425	LINC03048	lncRNA	long intergenic non-protein coding RNA 3048 [Source:HGNC Symbol;Acc:HGNC:56272]
ENSG00000292362	CD99P1	lncRNA	CD99 molecule pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7083]
ENSG00000292360	LINC03112	lncRNA	long intergenic non-protein coding RNA 3112 [Source:HGNC Symbol;Acc:HGNC:56853]
ENSG00000310557		lncRNA	novel transcript
ENSG00000292345	ZBED1	protein_coding	zinc finger BED-type containing 1 [Source:HGNC Symbol;Acc:HGNC:447]
ENSG00000284750		lncRNA	novel transcript, antisense to GCNT2
ENSG00000292327	PPP2R3B	protein_coding	protein phosphatase 2 regulatory subunit B''beta [Source:HGNC Symbol;Acc:HGNC:13417]
ENSG00000285415		processed_pseudogene	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase) (GCNT1) pseudogene
ENSG00000285209	RPL21P63	processed_pseudogene	ribosomal protein L21 pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:35526]
ENSG00000284885	GCNT2P1	processed_pseudogene	GCNT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21623]
ENSG00000285893		lncRNA	novel transcript, antisense to C6orf52
ENSG00000285312	C6orf52	protein_coding	chromosome 6 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:20881]
ENSG00000288406		processed_pseudogene	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa (POLR2K) pseudogene
ENSG00000292348	CD99	protein_coding	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]
ENSG00000284941	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000285226	PAK1IP1	protein_coding	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]
ENSG00000284936	TMEM14C	protein_coding	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
ENSG00000292344	PLCXD1	protein_coding	phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]
ENSG00000285222	GCNT2	protein_coding	glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]
ENSG00000292333	P2RY8	protein_coding	P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524]
ENSG00000292332	IL3RA	protein_coding	interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]
ENSG00000292358	GTPBP6	protein_coding	GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]
ENSG00000292334	SLC25A6	protein_coding	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]
ENSG00000292339	ASMTL	protein_coding	acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]
ENSG00000292357	CSF2RA	protein_coding	colony stimulating factor 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2435]
ENSG00000288260		protein_coding	novel transcript
ENSG00000288430	RNU5B-4P	snRNA	RNA, U5B small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34184]
ENSG00000288297	ECSCR	protein_coding	endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:35454]
ENSG00000288274	SMIM33	protein_coding	small integral membrane protein 33 [Source:HGNC Symbol;Acc:HGNC:53645]
ENSG00000288243	STING1	protein_coding	stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]
ENSG00000281211	CTBP2P1	processed_pseudogene	CTBP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23940]
ENSG00000292343	AKAP17A	protein_coding	A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783]
ENSG00000292364	AMD1P2	processed_pseudogene	adenosylmethionine decarboxylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:460]
ENSG00000292365	DPH3P2	processed_pseudogene	diphthamide biosynthesis 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38719]
ENSG00000292367	ELOCP24	processed_pseudogene	elongin C pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:38160]
ENSG00000292368	TRPC6P1	processed_pseudogene	TRPC6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23270]
ENSG00000292369		lncRNA	novel transcript
ENSG00000292371	DDX11L16	unprocessed_pseudogene	DEAD/H-box helicase 11 like 16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37115]
ENSG00000292372	WASH6P	protein_coding	WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]
ENSG00000310550		lncRNA	novel transcript, antisense to SPRY3
ENSG00000310555		lncRNA	novel transcript
ENSG00000292370	WASIR1	lncRNA	WASH and IL9R antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38513]
ENSG00000310542		lncRNA	novel transcript, antisense to AJ271736.6
ENSG00000292373	IL9R	protein_coding	interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]
ENSG00000292366	VAMP7	protein_coding	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]
ENSG00000288388		processed_pseudogene	chromosome 1 open reading frame 57 pseudogene
ENSG00000288138	NCOA4P4	processed_pseudogene	nuclear receptor coactivator 4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:52405]
ENSG00000215601	TSPY24P	unprocessed_pseudogene	testis specific protein Y-linked 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:38725]
ENSG00000215603	ZNF92P1Y	processed_pseudogene	zinc finger protein 92 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:39553]
ENSG00000225878	SERBP1P2	processed_pseudogene	SERPINE1 mRNA binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23967]
ENSG00000236435	TSPY12P	unprocessed_pseudogene	testis specific protein Y-linked 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:23904]
ENSG00000258991	DUX4L19	unprocessed_pseudogene	double homeobox 4 like 19 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37718]
ENSG00000224518		processed_pseudogene	cytochrome c, somatic (CYCS) pseudogene
ENSG00000231988	OFD1P3Y	unprocessed_pseudogene	OFD1 pseudogene 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:23875]
ENSG00000238073	RBMY2HP	unprocessed_pseudogene	RNA binding motif protein Y-linked family 2 member H, pseudogene [Source:HGNC Symbol;Acc:HGNC:23893]
ENSG00000275866		processed_pseudogene	testis specific protein, Y-linked 1 (TSPY1) pseudogene
